# s/c    P_stat_mean   P_stat_std
-0.18599642 0.98857352 0.00001181
-0.18451077 0.98864244 0.00001181
-0.18302659 0.98871136 0.00001181
-0.18154390 0.98878028 0.00001181
-0.18006268 0.98884503 0.00001065
-0.17858146 0.98891186 0.00001181
-0.17710172 0.98898079 0.00001181
-0.17562346 0.98904762 0.00000886
-0.17414667 0.98911236 0.00001181
-0.17266989 0.98917920 0.00000886
-0.17119606 0.98924394 0.00001181
-0.16972223 0.98931078 0.00000886
-0.16824841 0.98937552 0.00001181
-0.16677754 0.98944027 0.00001065
-0.16530667 0.98950710 0.00001181
-0.16383875 0.98957185 0.00001065
-0.16237084 0.98963659 0.00000886
-0.16090440 0.98970343 0.00001065
-0.15943796 0.98976608 0.00001065
-0.15797449 0.98983292 0.00000781
-0.15651101 0.98989766 0.00001065
-0.15504900 0.98996032 0.00001065
-0.15358848 0.99002715 0.00000781
-0.15212944 0.99009190 0.00001065
-0.15067039 0.99015664 0.00001023
-0.14921430 0.99022139 0.00000781
-0.14775822 0.99028822 0.00001023
-0.14630375 0.99035297 0.00000781
-0.14485062 0.99041562 0.00000781
-0.14339867 0.99048246 0.00001023
-0.14194791 0.99054929 0.00000781
-0.14049847 0.99061404 0.00001023
-0.13905022 0.99068087 0.00000781
-0.13760344 0.99074770 0.00000781
-0.13615770 0.99081454 0.00001023
-0.13471344 0.99088137 0.00000781
-0.13327021 0.99095029 0.00000781
-0.13182846 0.99101713 0.00000781
-0.13038804 0.99108396 0.00001023
-0.12894881 0.99115288 0.00001023
-0.12751090 0.99122180 0.00001023
-0.12607433 0.99129073 0.00001023
-0.12463893 0.99136383 0.00000781
-0.12320502 0.99143275 0.00000781
-0.12177229 0.99150167 0.00000781
-0.12034104 0.99157477 0.00001065
-0.11891096 0.99164578 0.00000781
-0.11748222 0.99172097 0.00000781
-0.11605496 0.99178989 0.00000781
-0.11462888 0.99186508 0.00000781
-0.11320413 0.99194027 0.00000781
-0.11178086 0.99201546 0.00000781
-0.11035892 0.99209064 0.00000781
-0.10893816 0.99216792 0.00000886
-0.10751888 0.99224311 0.00000886
-0.10610108 0.99231621 0.00000781
-0.10468446 0.99239140 0.00000781
-0.10326932 0.99246449 0.00000591
-0.10185551 0.99253759 0.00000886
-0.10044304 0.99261278 0.00000886
-0.09903203 0.99268588 0.00000781
-0.09762236 0.99276107 0.00000781
-0.09621417 0.99283626 0.00000781
-0.09480731 0.99291145 0.00000781
-0.09340178 0.99298872 0.00000886
-0.09199772 0.99306391 0.00000886
-0.09059500 0.99314119 0.00000591
-0.08919376 0.99321637 0.00000591
-0.08779384 0.99329574 0.00000886
-0.08639541 0.99337302 0.00000591
-0.08499845 0.99344820 0.00000591
-0.08360282 0.99352757 0.00000886
-0.08220867 0.99360485 0.00000591
-0.08081600 0.99368630 0.00000591
-0.07942466 0.99376358 0.00000781
-0.07803480 0.99384294 0.00000591
-0.07664641 0.99392231 0.00000886
-0.07525951 0.99399958 0.00000591
-0.07387393 0.99408104 0.00000591
-0.07248984 0.99416040 0.00000886
-0.07110722 0.99423768 0.00000591
-0.06972608 0.99431704 0.00000886
-0.06834642 0.99439432 0.00000591
-0.06696823 0.99447160 0.00000781
-0.06559138 0.99454261 0.00000886
-0.06421615 0.99460944 0.00000781
-0.06284240 0.99467210 0.00000781
-0.06146998 0.99473475 0.00000781
-0.06009919 0.99479741 0.00000781
-0.05872988 0.99486216 0.00001023
-0.05736204 0.99492690 0.00001065
-0.05599568 0.99499165 0.00000781
-0.05463080 0.99505639 0.00001023
-0.05326740 0.99512531 0.00001023
-0.05190548 0.99519215 0.00001287
-0.05054518 0.99526107 0.00001287
-0.04918636 0.99533417 0.00001287
-0.04782902 0.99541353 0.00001023
-0.04647316 0.99551378 0.00001023
-0.04511893 0.99565163 0.00001023
-0.04376617 0.99581871 0.00001065
-0.04241504 0.99599624 0.00001354
-0.04106524 0.99616750 0.00001287
-0.03971706 0.99633459 0.00001354
-0.03837051 0.99649749 0.00001354
-0.03702529 0.99666040 0.00001354
-0.03568185 0.99682122 0.00001065
-0.03433973 0.99698622 0.00001354
-0.03299939 0.99715330 0.00001065
-0.03166038 0.99732456 0.00001354
-0.03032315 0.99751253 0.00001354
-0.02898739 0.99772139 0.00001645
-0.02765326 0.99798454 0.00002068
-0.02632105 0.99829783 0.00002068
-0.02499002 0.99861947 0.00002363
-0.02366047 0.99891604 0.00002230
-0.02233255 0.99917711 0.00001937
-0.02100625 0.99939641 0.00001937
-0.01968143 0.99957811 0.00001477
-0.01835824 0.99972431 0.00001354
-0.01703653 0.99984127 0.00001065
-0.01571644 0.99992690 0.00000781
-0.01439801 0.99998329 0.00000781
-0.01308110 1.00001462 0.00000781
-0.01176578 1.00002089 0.00000781
-0.01045207 1.00000627 0.00000512
-0.00913993 0.99997285 0.00000591
-0.00782941 0.99991228 0.00000512
-0.00652048 0.99983292 0.00000781
-0.00521317 0.99971805 0.00000886
-0.00390746 0.99958020 0.00001354
-0.00260335 0.99937135 0.00001937
-0.00130087 0.99914369 0.00002998
-0.00000000 0.99868212 0.00001065
