# s/c    cf
0.03380786 0.01690287
0.03250698 0.01674269
0.03120611 0.01657190
0.02990524 0.01638852
0.02860437 0.01619047
0.02730350 0.01597555
0.02600263 0.01574145
0.02470176 0.01548571
0.02341567 0.01520580
0.02211480 0.01489901
0.02081393 0.01456252
0.01951306 0.01419340
0.01821219 0.01378854
0.01691132 0.01334472
0.01561045 0.01285857
0.01430958 0.01232657
0.01300871 0.01174505
0.01170784 0.01111018
0.01040697 0.01041797
0.00910609 0.00966430
0.00780522 0.00884484
0.00650435 0.00795513
0.00520348 0.00699050
0.00390261 0.00594614
0.00260174 0.00481704
0.00130087 0.00359800
0.00000000 0.00228365
-0.00000000 0.00828446
-0.00130087 0.00724890
-0.00260335 0.00500111
-0.00390746 0.00410894
-0.00521317 0.00319152
-0.00652048 0.00251972
-0.00782941 0.00184746
-0.00913993 0.00124173
-0.01045207 0.00064020
-0.01176578 0.00022358
-0.01308110 0.00045587
-0.01439801 0.00110421
-0.01571644 0.00176487
-0.01703653 0.00245949
-0.01835824 0.00318129
-0.01968143 0.00394921
-0.02100625 0.00474973
-0.02233255 0.00558427
-0.02366047 0.00643080
-0.02499002 0.00726803
-0.02632105 0.00790918
-0.02765326 0.00801110
-0.02898739 0.00764584
-0.03032315 0.00727120
-0.03166038 0.00706705
-0.03299939 0.00696588
-0.03433973 0.00691941
-0.03568185 0.00690943
-0.03702529 0.00692516
-0.03837051 0.00696397
-0.03971706 0.00702642
-0.04106524 0.00712290
-0.04241504 0.00726448
-0.04376617 0.00739039
-0.04511893 0.00727789
-0.04647316 0.00686894
-0.04782902 0.00642783
-0.04918636 0.00611800
-0.05054518 0.00590772
-0.05190548 0.00575658
-0.05326740 0.00564473
-0.05463080 0.00555685
-0.05599568 0.00548498
-0.05736204 0.00542305
-0.05872988 0.00536802
-0.06009919 0.00531807
-0.06146998 0.00527424
-0.06284240 0.00524271
-0.06421615 0.00524097
-0.06559138 0.00528126
-0.06696823 0.00534178
-0.06834642 0.00539214
-0.06972608 0.00542808
-0.07110722 0.00545631
-0.07248984 0.00547924
-0.07387393 0.00549806
-0.07525951 0.00551377
-0.07664641 0.00552697
-0.07803480 0.00553817
-0.07942466 0.00554770
-0.08081600 0.00555584
-0.08220867 0.00556280
-0.08360282 0.00556875
-0.08499845 0.00557381
-0.08639541 0.00557805
-0.08779384 0.00558156
-0.08919376 0.00558441
-0.09059500 0.00558665
-0.09199772 0.00558834
-0.09340178 0.00558953
-0.09480731 0.00559028
-0.09621417 0.00559066
-0.09762236 0.00559077
-0.09903203 0.00559072
-0.10044304 0.00559070
-0.10185551 0.00559097
-0.10326932 0.00559200
-0.10468446 0.00559453
-0.10610108 0.00560012
-0.10751888 0.00561156
-0.10893816 0.00562976
-0.11035892 0.00564796
-0.11178086 0.00565809
-0.11320413 0.00566052
-0.11462888 0.00565921
-0.11605496 0.00565594
-0.11748222 0.00565144
-0.11891096 0.00564621
-0.12034104 0.00564053
-0.12177229 0.00563460
-0.12320502 0.00562854
-0.12463893 0.00562245
-0.12607433 0.00561641
-0.12751090 0.00561046
-0.12894881 0.00560466
-0.13038804 0.00559904
-0.13182846 0.00559364
-0.13327021 0.00558848
-0.13471344 0.00558360
-0.13615770 0.00557901
-0.13760344 0.00557475
-0.13905022 0.00557082
-0.14049847 0.00556724
-0.14194791 0.00556405
-0.14339867 0.00556126
-0.14485062 0.00555889
-0.14630375 0.00555695
-0.14775822 0.00555546
-0.14921430 0.00555444
-0.15067039 0.00555389
-0.15212944 0.00555384
-0.15358848 0.00555428
-0.15504900 0.00555523
-0.15651101 0.00555669
-0.15797449 0.00555868
-0.15943796 0.00556119
-0.16090440 0.00556424
-0.16237084 0.00556783
-0.16383875 0.00557195
