# s/c    cf
0.27986459 0.17122928
0.27857850 0.17104760
0.27727763 0.17093152
0.27599154 0.17096924
0.27470546 0.17119942
0.27340459 0.17146796
0.27211850 0.17155519
0.27083241 0.17136845
0.26953154 0.17090782
0.26824545 0.17031915
0.26695936 0.16983358
0.26565849 0.16955642
0.26437240 0.16942193
0.26307153 0.16928362
0.26178545 0.16908294
0.26049936 0.16883194
0.25919849 0.16848054
0.25791240 0.16804189
0.25662631 0.16756149
0.25532544 0.16706180
0.25403935 0.16656812
0.25275326 0.16607457
0.25145239 0.16554780
0.25016630 0.16496556
0.24886543 0.16432345
0.24757935 0.16361517
0.24629326 0.16283822
0.24499239 0.16200080
0.24370630 0.16109476
0.24240543 0.16013482
0.24111934 0.15918681
0.23983325 0.15829879
0.23853238 0.15746838
0.23724629 0.15665046
0.23594542 0.15576764
0.23465933 0.15476395
0.23337325 0.15363353
0.23207238 0.15240690
0.23078629 0.15109693
0.22948542 0.14971317
0.22819933 0.14829466
0.22689846 0.14692021
0.22561237 0.14564266
0.22432628 0.14443558
0.22302541 0.14321859
0.22173932 0.14192630
0.22043845 0.14057209
0.21915236 0.13918328
0.21785149 0.13778956
0.21656541 0.13642529
0.21526454 0.13512452
0.21397845 0.13389675
0.21267758 0.13273450
0.21139149 0.13152063
0.21009062 0.13011895
0.20880453 0.12858935
0.20750366 0.12718479
0.20621757 0.12611894
0.20493148 0.12533714
0.20363061 0.12452918
0.20234452 0.12351235
0.20104365 0.12238607
0.19975757 0.12124059
0.19845669 0.12015038
0.19717061 0.11906120
0.19586974 0.11783337
0.19458365 0.11640578
0.19328278 0.11499371
0.19199669 0.11393309
0.19069582 0.11321885
0.18939495 0.11255085
0.18810886 0.11166968
0.18680799 0.11060070
0.18552190 0.10951362
0.18422103 0.10852767
0.18293494 0.10763630
0.18163407 0.10679364
0.18034798 0.10597528
0.17904711 0.10516932
0.17776102 0.10438232
0.17646015 0.10362064
0.17517407 0.10289197
0.17387319 0.10218994
0.17257232 0.10150147
0.17128624 0.10081436
0.16998537 0.10010981
0.16869928 0.09936220
0.16739841 0.09850568
0.16611232 0.09744404
0.16481145 0.09612570
0.16351058 0.09478426
0.16222449 0.09376432
0.16092362 0.09307704
0.15963753 0.09239561
0.15833666 0.09155578
0.15703579 0.09068636
0.15574970 0.08989630
0.15444883 0.08917197
0.15316274 0.08834310
0.15186187 0.08742245
0.15056100 0.08657266
0.14927491 0.08584131
0.14797404 0.08514402
0.14668795 0.08439599
0.14538708 0.08348738
0.14408621 0.08233657
0.14280012 0.08103964
0.14149925 0.07980705
0.14019838 0.07874035
0.13891229 0.07775109
0.13761142 0.07676972
0.13632534 0.07576903
0.13502447 0.07475185
0.13372359 0.07373479
0.13243751 0.07273775
0.13113664 0.07172163
0.12983577 0.07062986
0.12854968 0.07014789
0.12724881 0.06919048
0.12594794 0.06823467
0.12466185 0.06728078
0.12336098 0.06632911
0.12206011 0.06538000
0.12075924 0.06443378
0.11947315 0.06349080
0.11817228 0.06255141
0.11687141 0.06161598
0.11558532 0.06068486
0.11428445 0.05975845
0.11298358 0.05883710
0.11169749 0.05792121
0.11039662 0.05701117
0.10909575 0.05610735
0.10779488 0.05521016
0.10650879 0.05431998
0.10520792 0.05343722
0.10390705 0.05256225
0.10260618 0.05169548
0.10132009 0.05083729
0.10001922 0.04998806
0.09871835 0.04914819
0.09743226 0.04831803
0.09613139 0.04749797
0.09483052 0.04668836
0.09352965 0.04588955
0.09224356 0.04510190
0.09094269 0.04432572
0.08964182 0.04356135
0.08834095 0.04280908
0.08704008 0.04206922
0.08575399 0.04134203
0.08445312 0.04062777
0.08315225 0.03992670
0.08185138 0.03923903
0.08056529 0.03856495
0.07926442 0.03790465
0.07796355 0.03725829
0.07666268 0.03662599
0.07536180 0.03600785
0.07407572 0.03540395
0.07277485 0.03481434
0.07147398 0.03423902
0.07017310 0.03367799
0.06887223 0.03313117
0.06757136 0.03259850
0.06628528 0.03207984
0.06498440 0.03157502
0.06368353 0.03108383
0.06238266 0.03060604
0.06108179 0.03014134
0.05978092 0.02968939
0.05849483 0.02924981
0.05719396 0.02882216
0.05589309 0.02840595
0.05459222 0.02800064
0.05329135 0.02760564
0.05199048 0.02722028
0.05068961 0.02684385
0.04940352 0.02647559
0.04810265 0.02611465
0.04680178 0.02576012
0.04550091 0.02541105
0.04420004 0.02506639
0.04289917 0.02472502
0.04159830 0.02438578
0.04029743 0.02404740
0.03901134 0.02370854
0.03771047 0.02336778
0.03640960 0.02302363
0.03510873 0.02267451
0.03380786 0.02231875
0.03250698 0.02195458
0.03120611 0.02158016
0.02990524 0.02119355
0.02860437 0.02079271
0.02730350 0.02037550
0.02600263 0.01993969
0.02470176 0.01948293
0.02341567 0.01900277
0.02211480 0.01849667
0.02081393 0.01796196
0.01951306 0.01739586
0.01821219 0.01679548
0.01691132 0.01615781
0.01561045 0.01547970
0.01430958 0.01475792
0.01300871 0.01398906
0.01170784 0.01316963
0.01040697 0.01229598
0.00910609 0.01136433
0.00780522 0.01037077
0.00650435 0.00931124
0.00520348 0.00818154
0.00390261 0.00697734
0.00260174 0.00569413
0.00130087 0.00432728
0.00000000 0.00287199
-0.00000000 0.00938329
-0.00130087 0.00799419
-0.00260335 0.00566989
-0.00390746 0.00466951
-0.00521317 0.00369681
-0.00652048 0.00296431
-0.00782941 0.00223256
-0.00913993 0.00157902
-0.01045207 0.00087235
-0.01176578 0.00037439
-0.01308110 0.00062618
-0.01439801 0.00137822
-0.01571644 0.00210874
-0.01703653 0.00287472
-0.01835824 0.00367871
-0.01968143 0.00452269
-0.02100625 0.00540848
-0.02233255 0.00632796
-0.02366047 0.00727302
-0.02499002 0.00823800
-0.02632105 0.00903539
-0.02765326 0.00925318
-0.02898739 0.00896213
-0.03032315 0.00867285
-0.03166038 0.00856524
-0.03299939 0.00855183
-0.03433973 0.00858320
-0.03568185 0.00864382
-0.03702529 0.00872603
-0.03837051 0.00882867
-0.03971706 0.00895421
-0.04106524 0.00911511
-0.04241504 0.00933500
-0.04376617 0.00955603
-0.04511893 0.00950337
-0.04647316 0.00912094
-0.04782902 0.00873417
-0.04918636 0.00849927
-0.05054518 0.00835444
-0.05190548 0.00825400
-0.05326740 0.00818184
-0.05463080 0.00812627
-0.05599568 0.00808207
-0.05736204 0.00804461
-0.05872988 0.00801183
-0.06009919 0.00798226
-0.06146998 0.00795724
-0.06284240 0.00794276
-0.06421615 0.00796206
-0.06559138 0.00803084
-0.06696823 0.00811648
-0.06834642 0.00818337
-0.06972608 0.00823436
-0.07110722 0.00828038
-0.07248984 0.00832344
-0.07387393 0.00836412
-0.07525951 0.00840299
-0.07664641 0.00844033
-0.07803480 0.00847641
-0.07942466 0.00851138
-0.08081600 0.00854538
-0.08220867 0.00857850
-0.08360282 0.00861082
-0.08499845 0.00864240
-0.08639541 0.00867329
-0.08779384 0.00870352
-0.08919376 0.00873311
-0.09059500 0.00876211
-0.09199772 0.00879054
-0.09340178 0.00881843
-0.09480731 0.00884582
-0.09621417 0.00887276
-0.09762236 0.00889932
-0.09903203 0.00892559
-0.10044304 0.00895174
-0.10185551 0.00897804
-0.10326932 0.00900489
-0.10468446 0.00903311
-0.10610108 0.00906422
-0.10751888 0.00910209
-0.10893816 0.00914843
-0.11035892 0.00919344
-0.11178086 0.00922738
-0.11320413 0.00925331
-0.11462888 0.00927671
-0.11605496 0.00929895
-0.11748222 0.00932030
-0.11891096 0.00934103
-0.12034104 0.00936127
-0.12177229 0.00938115
-0.12320502 0.00940074
-0.12463893 0.00942014
-0.12607433 0.00943937
-0.12751090 0.00945850
-0.12894881 0.00947757
-0.13038804 0.00949662
-0.13182846 0.00951568
-0.13327021 0.00953479
-0.13471344 0.00955398
-0.13615770 0.00957329
-0.13760344 0.00959275
-0.13905022 0.00961238
-0.14049847 0.00963222
-0.14194791 0.00965230
-0.14339867 0.00967263
-0.14485062 0.00969325
-0.14630375 0.00971419
-0.14775822 0.00973545
-0.14921430 0.00975706
-0.15067039 0.00977905
-0.15212944 0.00980143
-0.15358848 0.00982423
-0.15504900 0.00984745
-0.15651101 0.00987111
-0.15797449 0.00989523
-0.15943796 0.00991983
-0.16090440 0.00994491
-0.16237084 0.00997049
-0.16383875 0.00999657
-0.16530667 0.01002320
-0.16677754 0.01005030
-0.16824841 0.01007790
-0.16972223 0.01010610
-0.17119606 0.01013490
-0.17266989 0.01016410
-0.17414667 0.01019400
-0.17562346 0.01022440
-0.17710172 0.01025550
-0.17858146 0.01028710
-0.18006268 0.01031950
-0.18154390 0.01035250
-0.18302659 0.01038630
-0.18451077 0.01042110
-0.18599642 0.01045740
-0.18748355 0.01049580
-0.18897069 0.01053440
-0.19045930 0.01056960
-0.19194791 0.01059930
-0.19343947 0.01062450
-0.19493104 0.01064720
-0.19642408 0.01066850
-0.19791861 0.01068860
-0.19941313 0.01070780
-0.20090913 0.01072620
-0.20240661 0.01074390
-0.20390557 0.01076090
-0.20540453 0.01077730
-0.20690496 0.01079330
-0.20840540 0.01080900
-0.20990879 0.01082440
