# s/c    cf
-0.04647316 0.00687914
-0.04782902 0.00643707
-0.04918636 0.00612661
-0.05054518 0.00591606
-0.05190548 0.00576495
-0.05326740 0.00565335
-0.05463080 0.00556591
-0.05599568 0.00549459
-0.05736204 0.00543331
-0.05872988 0.00537900
-0.06009919 0.00532980
-0.06146998 0.00528677
-0.06284240 0.00525611
-0.06421615 0.00525535
-0.06559138 0.00529683
-0.06696823 0.00535865
-0.06834642 0.00541029
-0.06972608 0.00544744
-0.07110722 0.00547686
-0.07248984 0.00550093
-0.07387393 0.00552088
-0.07525951 0.00553772
-0.07664641 0.00555204
-0.07803480 0.00556437
-0.07942466 0.00557502
-0.08081600 0.00558430
-0.08220867 0.00559242
-0.08360282 0.00559954
-0.08499845 0.00560577
-0.08639541 0.00561121
-0.08779384 0.00561594
-0.08919376 0.00562001
-0.09059500 0.00562350
-0.09199772 0.00562645
-0.09340178 0.00562891
-0.09480731 0.00563096
-0.09621417 0.00563266
-0.09762236 0.00563410
-0.09903203 0.00563541
-0.10044304 0.00563676
-0.10185551 0.00563844
-0.10326932 0.00564089
-0.10468446 0.00564489
-0.10610108 0.00565199
-0.10751888 0.00566501
-0.10893816 0.00568489
-0.11035892 0.00570480
-0.11178086 0.00571656
-0.11320413 0.00572056
-0.11462888 0.00572082
-0.11605496 0.00571915
-0.11748222 0.00571629
-0.11891096 0.00571274
-0.12034104 0.00570877
-0.12177229 0.00570458
-0.12320502 0.00570031
-0.12463893 0.00569605
-0.12607433 0.00569186
-0.12751090 0.00568782
-0.12894881 0.00568395
-0.13038804 0.00568031
-0.13182846 0.00567693
-0.13327021 0.00567383
-0.13471344 0.00567105
-0.13615770 0.00566860
-0.13760344 0.00566651
-0.13905022 0.00566480
-0.14049847 0.00566350
-0.14194791 0.00566263
-0.14339867 0.00566220
-0.14485062 0.00566223
-0.14630375 0.00566275
-0.14775822 0.00566376
-0.14921430 0.00566529
-0.15067039 0.00566734
-0.15212944 0.00566994
-0.15358848 0.00567308
-0.15504900 0.00567678
-0.15651101 0.00568106
-0.15797449 0.00568590
-0.15943796 0.00569134
-0.16090440 0.00569736
-0.16237084 0.00570398
-0.16383875 0.00571120
-0.16530667 0.00571902
-0.16677754 0.00572744
-0.16824841 0.00573647
-0.16972223 0.00574611
-0.17119606 0.00575636
-0.17266989 0.00576722
-0.17414667 0.00577872
-0.17562346 0.00579084
-0.17710172 0.00580362
-0.17858146 0.00581706
-0.18006268 0.00583120
-0.18154390 0.00584609
-0.18302659 0.00586179
-0.18451077 0.00587844
-0.18599642 0.00589649
-0.18748355 0.00591611
-0.18897069 0.00593583
-0.19045930 0.00595284
-0.19194791 0.00596504
-0.19343947 0.00597263
-0.19493104 0.00597714
-0.19642408 0.00597971
-0.19791861 0.00598090
-0.19941313 0.00598105
-0.20090913 0.00598040
-0.20240661 0.00597914
-0.20390557 0.00597740
-0.20540453 0.00597532
-0.20690496 0.00597300
-0.20840540 0.00597056
-0.20990879 0.00596811
-0.21141218 0.00596579
